0.69514,0.74126
0.067993,0.52005
0.25479,0.34771
0.22404,0.15
0.66783,0.58609
0.84439,0.26215
0.34446,0.044454
0.78052,0.75493
0.67533,0.24279
0.0067153,0.4424
0.60217,0.6878
0.38677,0.35923
0.91599,0.73634
0.0011511,0.39471
0.46245,0.68342
0.42435,0.70405
0.46092,0.44231
0.77016,0.019578
0.32247,0.33086
0.78474,0.42431
0.47136,0.27027
0.035763,0.19705
0.17587,0.82172
0.72176,0.42992
0.47349,0.88777
0.15272,0.39118
0.34112,0.76911
0.60739,0.39679
0.19175,0.80851
0.73843,0.75508
0.24285,0.3774
0.91742,0.21602
0.26906,0.79041
0.7655,0.9493
0.18866,0.32757
0.2875,0.67126
0.091113,0.43864
0.57621,0.8335
0.68336,0.76885
0.54659,0.16725
0.42573,0.86198
0.64444,0.98987
0.64762,0.51442
0.67902,0.88428
0.63579,0.58803
0.94517,0.15475
0.20893,0.19986
0.70928,0.40695
0.23623,0.74871
0.1194,0.82558
0.6073,0.78996
0.45014,0.31852
0.45873,0.53406
0.66194,0.089951
0.77029,0.11171
0.35022,0.13629
0.66201,0.67865
0.41616,0.49518
0.84193,0.18971
0.83292,0.49501
0.25644,0.14761
0.61346,0.054974
0.58225,0.85071
0.54074,0.56056
0.86994,0.92961
0.26478,0.69667
0.31807,0.58279
0.11921,0.8154
0.93983,0.87901
0.64555,0.98891
0.47946,0.00052238
0.63932,0.86544
0.54472,0.61257
0.64731,0.98995
0.54389,0.52768
0.72105,0.47952
0.5225,0.80135
0.9937,0.22784
0.21868,0.49809
0.1058,0.90085
0.1097,0.57466
0.063591,0.84518
0.40458,0.73864
0.44837,0.58599
0.36582,0.24673
0.7635,0.66642
0.6279,0.083483
0.77198,0.62596
0.93285,0.66094
0.97274,0.72975
0.19203,0.89075
0.13887,0.9823
0.69627,0.76903
0.09382,0.58145
0.5254,0.92831
0.53034,0.58009
0.86114,0.016983
0.48485,0.12086
0.39346,0.86271
0.67143,0.4843
5.4417,5.9644
5.0133,5.4325
5.8972,5.6948
5.1967,5.7581
5.0934,5.4326
5.3074,5.6555
5.4561,5.1098
5.1017,5.9338
5.9954,5.1875
5.3321,5.2662
5.2973,5.7978
5.062,5.4876
5.2982,5.769
5.0464,5.396
5.5054,5.2729
5.7614,5.0372
5.6311,5.6733
5.0899,5.4296
5.0809,5.4517
5.7772,5.6099
5.9051,5.0594
5.5338,5.3158
5.1092,5.7727
5.8258,5.6964
5.3381,5.1253
5.294,5.1302
5.7463,5.0924
5.0103,5.0078
5.0484,5.4231
5.6679,5.6556
5.6035,5.7229
5.5261,5.5312
5.7297,5.1088
5.7073,5.6318
5.7814,5.1265
5.288,5.1343
5.6925,5.0986
5.5567,5.142
5.3965,5.1683
5.0616,5.1962
5.7802,5.3175
5.3376,5.3164
5.6079,5.2176
5.7413,5.251
5.1048,5.8929
5.1279,5.7032
5.5495,5.5557
5.4852,5.1844
5.8905,5.212
5.799,5.0773
5.7343,5.9138
5.0513,5.7067
5.0729,5.5578
5.0885,5.3134
5.7984,5.1662
5.943,5.6225
5.6837,5.9879
5.1321,5.1704
5.7227,5.2578
5.1104,5.3968
5.1175,5.074
5.6407,5.6841
5.3288,5.4024
5.6538,5.9828
5.7491,5.4022
5.5832,5.6207
5.74,5.1544
5.2348,5.3813
5.735,5.1611
5.9706,5.7581
5.8669,5.8711
5.0862,5.3508
5.3664,5.6855
5.3692,5.2941
5.685,5.5306
5.5979,5.8324
5.7894,5.5975
5.3677,5.3353
5.206,5.2992
5.0867,5.4526
5.7719,5.4226
5.2057,5.3596
5.3883,5.5583
5.5518,5.7425
5.229,5.4243
5.6419,5.4294
5.4845,5.1249
5.1518,5.0244
5.7819,5.2902
5.1006,5.3175
5.2941,5.6537
5.2374,5.9569
5.5309,5.9357
5.0915,5.4579
5.4053,5.2405
5.1048,5.7639
5.1123,5.7593
5.7844,5.7406
5.2916,5.7437
5.6035,5.1059
