0,-0.5,-0.97328,-1.3957,-1.834,-2.1799,-2.7041,-3.0482,-3.1778,-3.6195,-4.3029,-4.5088,-4.8565,-5.7694,-6.1401,-6.9253,-7.5896,-7.3834,-7.8445,-7.8958,-6.9824,-8.3692,-8.2695,-8.484,-9.4436,-9.8285,-10.441,-11.161,-11.891,-12.048,-11.97,-12.463,-13.084,-13.822,-14.028,-15.28,-15.549,-16.428,-15.619,-16.348,-16.339,-17.698,-18.434,-20.344,-20.408,-20.169,-22.039,-22.35,-23.65,-23.336,-24.196
0,-0.5,-0.98708,-1.4863,-2.052,-2.4341,-2.657,-3.0359,-3.3937,-4.0187,-4.7125,-5.1554,-5.7419,-6.2437,-6.7762,-7.1443,-7.4198,-8.0916,-8.324,-8.9435,-9.3608,-9.8089,-9.6122,-11.042,-11.655,-11.858,-12.077,-12.463,-12.578,-13.102,-13.913,-14.176,-14.384,-14.584,-14.657,-14.408,-14.715,-14.945,-15.267,-16.164,-16.512,-15.665,-16.707,-17.341,-18.536,-17.87,-18.507,-19.326,-19.217,-18.153,-19.092
0,-0.5,-1.0001,-1.4499,-1.8577,-2.2435,-2.6447,-3.1231,-3.2232,-3.768,-4.1489,-4.6521,-4.897,-5.3474,-5.8635,-5.7694,-6.3275,-6.4898,-6.9399,-7.3794,-7.7111,-8.2172,-8.7718,-9.5594,-10.004,-9.8896,-11.243,-11.304,-10.962,-11.55,-11.362,-11.943,-11.221,-10.383,-11.229,-13.147,-12.83,-12.928,-14.736,-14.344,-14.04,-14.594,-15.252,-15.081,-16.244,-17.483,-18.022,-19.195,-17.793,-18.413,-17.997
0,-0.5,-1.0269,-1.5522,-2.1144,-2.7203,-3.2002,-3.8321,-4.2521,-4.7259,-4.9892,-5.0543,-5.5317,-6.0182,-6.3333,-6.6024,-6.9259,-7.5155,-7.6118,-8.5161,-9.5027,-9.5115,-10.103,-10.218,-9.991,-9.3611,-9.436,-10.603,-11.071,-11.571,-12.651,-13.052,-12.634,-12.484,-13.715,-13.768,-14.191,-15.444,-16.156,-15.66,-15.191,-15.015,-16.808,-16.606,-17.696,-16.845,-17.64,-18.18,-18.184,-20.432,-20.668
0,-0.5,-1.0151,-1.5125,-1.9252,-2.4405,-2.895,-3.1929,-3.4095,-3.6932,-4.1939,-4.5697,-4.4773,-5.3814,-5.8713,-6.2646,-6.7237,-6.3327,-6.2751,-6.7629,-8.114,-8.8435,-9.3718,-9.1982,-9.9447,-11.301,-11.415,-11.47,-12.73,-13.229,-13.265,-14.514,-15.122,-14.17,-14.755,-15.672,-16.677,-17.418,-17.764,-18.839,-19.358,-19.418,-18.81,-19.32,-19.172,-19.782,-20.714,-21.445,-20.736,-20.478,-19.82
0,-0.5,-1.0044,-1.4665,-1.9327,-2.4655,-3.0051,-3.512,-3.8734,-4.3635,-4.8902,-4.9983,-5.498,-6.1537,-6.7404,-7.2586,-7.7376,-7.7083,-8.0678,-8.3332,-8.8552,-8.9293,-8.6664,-8.981,-9.6122,-10.36,-11.101,-11.488,-11.349,-11.07,-11.854,-11.716,-12.756,-13.344,-13.129,-14.737,-15.618,-16.161,-15.441,-15.152,-15.429,-15.7,-16.121,-16.548,-17.922,-17.952,-19.291,-18.753,-19.671,-20.327,-20.694
0,-0.5,-0.98431,-1.4361,-1.8566,-2.3535,-2.7303,-3.2496,-3.6601,-4.154,-4.7597,-5.2888,-6.1536,-6.5811,-7.0554,-7.8837,-8.0592,-8.3137,-9.2681,-9.6891,-9.9539,-10.318,-10.873,-11.561,-12.357,-13.144,-12.731,-13.347,-13.044,-13.481,-13.618,-14.501,-14.822,-14.539,-14.877,-15.255,-15.309,-14.647,-15.175,-15.744,-16.458,-17.289,-17.366,-16.459,-15.917,-17.001,-18.469,-16.555,-16.62,-16.59,-17.183
0,-0.5,-0.98431,-1.4595,-1.8587,-2.4015,-2.969,-3.6062,-3.8897,-4.3797,-4.8388,-5.0891,-5.3483,-5.6168,-5.7668,-5.9459,-7.0246,-7.4049,-7.5406,-7.4765,-7.1566,-6.9624,-7.677,-7.3281,-8.2739,-8.1341,-8.4104,-9.0826,-9.7539,-10.314,-10.973,-10.693,-11.181,-11.089,-11.391,-11.937,-11.812,-12.68,-13.253,-13.659,-14.981,-15.467,-16.432,-16.258,-16.177,-15.125,-15.057,-16.585,-17.625,-17.431,-18.629
0,-0.5,-1.0035,-1.423,-1.8645,-2.2787,-2.3652,-2.6628,-3.3561,-3.4317,-3.7785,-4.3173,-4.8681,-5.2068,-5.8153,-5.7409,-5.9984,-6.909,-7.7371,-7.2012,-7.4788,-8.4655,-9.38,-10.125,-10.926,-11.226,-11.139,-11.797,-12.39,-13.411,-13.742,-14.281,-15.194,-14.561,-15.338,-15.97,-15.523,-15.165,-14.672,-15.808,-16.873,-18.361,-19.05,-19.74,-20.488,-20.252,-20.01,-19.808,-19.003,-19.072,-19.591
0,-0.5,-1.0244,-1.5375,-2.0473,-2.3678,-2.7933,-3.1947,-3.9385,-4.5129,-4.7328,-5.0467,-5.721,-5.811,-5.8552,-6.5978,-7.1785,-7.6891,-7.5118,-7.7599,-8.4801,-8.7962,-8.9839,-8.4726,-9.756,-10.194,-10.313,-10.43,-10.658,-11.569,-12.272,-12.779,-13.787,-14.135,-13.828,-14.17,-15.574,-16.42,-16.65,-16.742,-17.262,-17.426,-17.792,-18.538,-18.253,-18.96,-19.706,-18.878,-19.728,-18.627,-19.867
