0,-8,-15.864,-23.919,-31.643,-40.033,-47.766,-55.38,-64.091,-70.469,-76.567,-81.923,-90.014,-97.164,-101.2,-109.66,-116.82,-121.29,-124.37,-126.98,-127.22,-131.74,-132.3,-130.14,-126.36,-125.96,-124.37,-121.2,-118.04,-115.9,-114.89,-105.61,-101.09,-98.34,-99.671,-91.792,-94.561,-84.409,-75.978,-66.201,-55.477,-50.344,-43.984,-39.047,-22.795,-19.24,-7.3635,4.4929,15.786,25.698,35.822
0,-8,-15.963,-24.017,-32.008,-40.269,-48.27,-55.486,-63.142,-69.848,-76.387,-84.491,-91.449,-99.591,-106.74,-111.88,-118.75,-123.45,-124.85,-131.34,-132.88,-133.96,-132.58,-136.65,-137.16,-135.44,-128.4,-128.9,-130.33,-124.72,-125.91,-116.52,-104.46,-95.972,-90.234,-84.959,-86.335,-74.882,-71.748,-65.556,-52.322,-42.793,-36.178,-28.484,-24.724,-16.633,-7.5692,2.5481,11.463,10.695,20.298
0,-8,-15.998,-23.677,-31.225,-39.946,-48.638,-56.136,-64.021,-71.374,-78.663,-86.717,-94.698,-101.1,-107.07,-114.22,-119.9,-123.61,-128.72,-131.83,-136.09,-137.92,-139.01,-143.49,-147.49,-144.54,-146.82,-143.45,-144.34,-137.68,-134.28,-129.63,-114.54,-108.18,-101.17,-92.437,-85.79,-85.442,-75.968,-68.985,-59.365,-46.352,-45.305,-38.595,-34.56,-22.466,-19.063,-1.7624,-0.86375,5.9419,14.344
0,-8,-16.048,-24.177,-31.4,-39.117,-46.493,-54.672,-62.179,-68.89,-74.821,-80.198,-86.008,-91.289,-99.946,-108.78,-118.45,-125.83,-128.54,-129.88,-132.64,-132.24,-134.19,-132.46,-132.72,-133.32,-136.01,-134.56,-129.16,-125.82,-121.51,-119.24,-118.49,-117.77,-115.3,-109.38,-101.03,-95.034,-84.437,-78.067,-69.534,-57.203,-52.288,-37.759,-27.323,-27.488,-20.147,-6.1667,3.0667,6.4882,15.838
0,-8,-15.905,-23.917,-30.101,-36.637,-43.64,-52.458,-60.772,-66.989,-73.811,-80.919,-87.83,-95.192,-103.68,-111.56,-120.6,-125.31,-131.13,-135.72,-140.18,-144.83,-147.45,-151.49,-149.45,-153.54,-148.34,-144.61,-145.33,-148.55,-141.3,-137.37,-134.65,-128.92,-125.73,-118.13,-112.6,-104.56,-94.733,-89.386,-79.238,-75.402,-65.989,-59.244,-48.146,-34.404,-23.965,-18.173,-8.9493,-7.7142,-0.84789
0,-8,-15.958,-23.509,-30.801,-38.394,-46.026,-52.303,-60.589,-66,-73.256,-80.673,-89.65,-96.821,-105.67,-110.83,-117.43,-121.11,-127.65,-129.22,-132.07,-132.52,-134.54,-134.97,-138.2,-141.88,-138.09,-140.32,-140.3,-139.34,-137.21,-137.71,-134.11,-129.78,-124.2,-116.96,-119.56,-109.84,-99.303,-87.859,-75.567,-64.236,-52.184,-48.212,-39.32,-26.917,-16.857,-12.464,-3.0548,8.2869,23.711
0,-8,-15.957,-23.76,-31.837,-39.763,-47.832,-54.71,-63.439,-71.07,-77.532,-85.432,-92.86,-99.121,-105.07,-113.53,-117.16,-122.74,-122.36,-126.21,-129.53,-133.9,-133.79,-134.56,-133.17,-129.02,-125.16,-125.76,-123.49,-120.04,-120.04,-116.78,-114.15,-107.61,-98.245,-90.766,-81.633,-73.252,-65.52,-58.516,-52.046,-36.816,-30.902,-20.602,-11.987,-5.1282,5.8753,15.907,17.879,25.436,35.314
0,-8,-15.927,-23.824,-31.188,-38.464,-44.783,-50.165,-60.366,-66.956,-74.939,-82.958,-90.733,-98.789,-106.33,-113.14,-117.21,-124.63,-129.39,-131.59,-135.54,-136.42,-142.79,-140.15,-143.25,-145.26,-144.97,-143.35,-140.22,-143.7,-136.12,-132.9,-128.44,-119.98,-116.01,-105.55,-98.435,-89.269,-85.947,-78.473,-70.051,-60.84,-55.81,-54.272,-44.405,-40.309,-36.581,-24.971,-27.617,-13.605,-7.2748
0,-8,-15.88,-24.244,-31.464,-37.639,-45.131,-52.281,-60.931,-66.855,-76.704,-84.864,-93.39,-101.26,-108.79,-113.37,-119.25,-127.99,-134.54,-140.14,-144.28,-141.24,-141.59,-142.16,-144.72,-145.42,-146.68,-147.25,-143.97,-141.14,-137.63,-131.04,-124.83,-115.01,-108.55,-104.86,-93.828,-87.888,-85.356,-70.896,-58.143,-51.061,-40.028,-37.208,-26.164,-18.719,-20.144,-9.3652,1.7063,7.7279,18.84
0,-8,-16.074,-24.226,-32.204,-40.396,-48.91,-57.079,-65.168,-73.279,-81.66,-88.913,-95.378,-102.74,-109.85,-117.58,-122.21,-125.34,-127.69,-135.2,-137.66,-141.47,-142.01,-146.07,-144.09,-144.15,-143.15,-143.14,-142.96,-141.18,-139.19,-143.65,-143.76,-139.04,-132.4,-128.49,-124.8,-113.99,-106.03,-99.799,-90.686,-82.352,-74.345,-71.041,-62.691,-54.78,-42.459,-34.12,-31.955,-19.595,-9.4104
