  0.0000000e+000	  6.5371000e-008	
  5.0000000e-002	  2.2405000e-007	
  1.0000000e-001	  6.6875000e-007	
  1.5000000e-001	  8.4482000e-007	
  2.0000000e-001	  1.2920000e-006	
  2.5000000e-001	  1.5090000e-006	
  3.0000000e-001	  2.0565000e-006	
  3.5000000e-001	  2.4460000e-006	
  4.0000000e-001	  2.9334000e-006	
  4.5000000e-001	  3.5774000e-006	
  5.0000000e-001	  4.0880000e-006	
  5.5000000e-001	  4.9286000e-006	
  6.0000000e-001	  5.5549000e-006	
  6.5000000e-001	  6.4154000e-006	
  7.0000000e-001	  7.3454000e-006	
  7.5000000e-001	  8.1901000e-006	
  8.0000000e-001	  9.3794000e-006	
  8.5000000e-001	  1.0387000e-005	
  9.0000000e-001	  1.1745000e-005	
  9.5000000e-001	  1.3185000e-005	
  1.0000000e+000	  1.5160000e-005	
  1.0500000e+000	  1.8124000e-005	
  1.1000000e+000	  2.2760000e-005	
  1.1500000e+000	  3.1671000e-005	
  1.2000000e+000	  4.7870000e-005	
  1.2500000e+000	  7.7255000e-005	
  1.3000000e+000	  1.2210000e-004	
  1.3500000e+000	  1.9730000e-004	
  1.4000000e+000	  3.0096000e-004	
  1.4500000e+000	  4.3550000e-004	
  1.5000000e+000	  5.9885000e-004	
  1.5500000e+000	  7.9075000e-004	
  1.6000000e+000	  1.0101000e-003	
  1.6500000e+000	  1.2435000e-003	
  1.7000000e+000	  1.5120000e-003	
  1.7500000e+000	  1.7990000e-003	
  1.8000000e+000	  2.1070000e-003	
  1.8500000e+000	  2.4310000e-003	
  1.9000000e+000	  2.7720000e-003	
  1.9500000e+000	  3.1310000e-003	
  2.0000000e+000	  3.5036000e-003	
  2.0500000e+000	  3.8930000e-003	
  2.1000000e+000	  4.2956000e-003	
  2.1500000e+000	  4.7111000e-003	
  2.2000000e+000	  5.1415000e-003	
  2.2500000e+000	  5.5804000e-003	
  2.3000000e+000	  6.0365000e-003	
  2.3500000e+000	  6.5041000e-003	
  2.4000000e+000	  6.9799000e-003	
  2.4500000e+000	  7.4685000e-003	
  2.5000000e+000	  7.9656000e-003	
  2.5500000e+000	  8.4744000e-003	
  2.6000000e+000	  8.9932000e-003	
  2.6500000e+000	  9.5210000e-003	
  2.7000000e+000	  1.0060000e-002	
  2.7500000e+000	  1.0620000e-002	
  2.8000000e+000	  1.1175000e-002	
  2.8500000e+000	  1.1745000e-002	
  2.9000000e+000	  1.2310000e-002	
  2.9500000e+000	  1.2890000e-002	
  3.0000000e+000	  1.3480000e-002	
  3.0500000e+000	  1.4075000e-002	
  3.1000000e+000	  1.4685000e-002	
  3.1500000e+000	  1.5290000e-002	
  3.2000000e+000	  1.5910000e-002	
  3.2500000e+000	  1.6530000e-002	
  3.3000000e+000	  1.7160000e-002	
  3.3500000e+000	  1.7796000e-002	
  3.4000000e+000	  1.8430000e-002	
  3.4500000e+000	  1.9075000e-002	
  3.5000000e+000	  1.9731000e-002	
  3.5500000e+000	  2.0391000e-002	
  3.6000000e+000	  2.1055000e-002	
  3.6500000e+000	  2.1730000e-002	
  3.7000000e+000	  2.2406000e-002	
  3.7500000e+000	  2.3086000e-002	
  3.8000000e+000	  2.3775000e-002	
  3.8500000e+000	  2.4470000e-002	
  3.9000000e+000	  2.5170000e-002	
  3.9500000e+000	  2.5875000e-002	
  4.0000000e+000	  2.6586000e-002	
  4.0500000e+000	  2.7295000e-002	
  4.1000000e+000	  2.8010000e-002	
  4.1500000e+000	  2.8726000e-002	
  4.2000000e+000	  2.9450000e-002	
  4.2500000e+000	  3.0186000e-002	
  4.3000000e+000	  3.0925000e-002	
  4.3500000e+000	  3.1666000e-002	
  4.4000000e+000	  3.2406000e-002	
  4.4500000e+000	  3.3161000e-002	
  4.5000000e+000	  3.3905000e-002	
  4.5500000e+000	  3.4666000e-002	
  4.6000000e+000	  3.5431000e-002	
  4.6500000e+000	  3.6186000e-002	
  4.7000000e+000	  3.6945000e-002	
  4.7500000e+000	  3.7685000e-002	
  4.8000000e+000	  3.8445000e-002	
  4.8500000e+000	  3.9206000e-002	
  4.9000000e+000	  3.9955000e-002	
  4.9500000e+000	  4.0680000e-002	
  5.0000000e+000	  4.1451000e-002	
